Date,Values,Delta Calculations
1988-08-03,31.4402,0.09500000000000242
1988-08-10,31.5188,0.078599999999998
1988-08-17,31.7732,0.2544000000000004
1988-08-24,31.8552,0.08200000000000074
1988-08-31,32.0496,0.19439999999999813
1988-09-07,32.1514,0.10180000000000433
1988-09-14,32.5506,0.39920000000000044
1988-09-21,32.7724,0.22179999999999467
1988-09-28,32.8721,0.09970000000000567
1988-10-05,33.2159,0.34379999999999455
1988-10-12,33.2869,0.07100000000000506
1988-10-19,33.3816,0.09469999999999601
1988-10-26,33.4908,0.1092000000000013
1988-11-02,33.733,0.24220000000000397
1988-11-09,33.8706,0.13759999999999906
1988-11-16,33.9918,0.12119999999999465
1988-11-23,34.2156,0.22380000000000422
1988-11-30,34.3502,0.13459999999999894
1988-12-07,34.4448,0.0945999999999998
1988-12-14,34.5516,0.10679999999999978
1988-12-21,34.698,0.14639999999999986
1988-12-28,34.5828,-0.11520000000000152
1989-01-04,34.8417,0.2589000000000041
1989-01-11,34.9775,0.13579999999999615
1989-01-18,35.1079,0.13040000000000163
1989-01-25,35.1331,0.025199999999998113
1989-02-01,35.384,0.25090000000000146
1989-02-08,35.6203,0.23629999999999995
1989-02-15,35.7386,0.11829999999999785
1989-02-22,36.0659,0.32730000000000103
1989-03-01,36.132,0.06609999999999872
1989-03-08,36.2322,0.10020000000000095
1989-03-15,36.3592,0.12700000000000244
1989-03-22,36.3841,0.02489999999999526
1989-03-29,36.6072,0.2231000000000023
1989-04-05,36.6897,0.08250000000000313
1989-04-12,36.743,0.053300000000000125
1989-04-19,36.9499,0.20689999999999742
1989-04-26,37.2359,0.28600000000000136
1989-05-03,37.3557,0.11979999999999791
1989-05-10,37.5387,0.18299999999999983
1989-05-17,37.6935,0.1548000000000016
1989-05-24,37.8294,0.13589999999999947
1989-05-31,37.9715,0.14209999999999923
1989-06-07,38.1957,0.22420000000000329
1989-06-14,38.4551,0.2593999999999994
1989-06-21,38.6473,0.1921999999999997
1989-06-28,39.0045,0.35719999999999885
1989-07-05,38.7409,-0.2635999999999967
1989-07-12,38.8949,0.15399999999999636
1989-07-19,39.1039,0.20900000000000318
1989-07-26,39.1814,0.07749999999999346
1989-08-02,39.4998,0.318400000000004
1989-08-09,39.6941,0.19429999999999836
1989-08-16,39.9372,0.24309999999999832
1989-08-23,40.086,0.14880000000000138
1989-08-30,40.3506,0.2646000000000015
1989-09-06,40.4522,0.10159999999999769
1989-09-13,40.6272,0.17500000000000426
1989-09-20,40.8155,0.18829999999999814
1989-09-27,41.0031,0.18760000000000332
1989-10-04,41.0929,0.08979999999999677
1989-10-11,41.1715,0.07860000000000156
1989-10-18,41.3997,0.22820000000000107
1989-10-25,41.5081,0.10839999999999606
1989-11-01,41.7273,0.21920000000000073
1989-11-08,41.7818,0.05449999999999733
1989-11-15,41.8974,0.11560000000000059
1989-11-22,42.0096,0.11220000000000141
1989-11-29,42.141,0.1314000000000064
1989-12-06,42.2911,0.1500999999999948
1989-12-13,42.4863,0.19519999999999982
1989-12-20,42.6206,0.1343000000000032
1989-12-27,42.7349,0.11430000000000007
1990-01-03,42.9807,0.24579999999999558
1990-01-10,43.2683,0.28760000000000474
1990-01-17,43.3745,0.10619999999999408
1990-01-24,43.4816,0.10710000000000264
1990-01-31,43.6331,0.15149999999999864
1990-02-07,43.7017,0.06860000000000355
1990-02-14,43.8671,0.16539999999999822
1990-02-21,43.878,0.010899999999999466
1990-02-28,43.9126,0.03459999999999752
1990-03-07,44.1386,0.2259999999999991
1990-03-14,44.2396,0.1010000000000062
1990-03-21,44.3095,0.06989999999999696
1990-03-28,44.2623,-0.04719999999999658
1990-04-04,44.0862,-0.17610000000000525
1990-04-11,44.4021,0.3158999999999992
1990-04-18,44.6944,0.29230000000000445
1990-04-25,45.0432,0.3487999999999971
1990-05-02,45.105,0.06179999999999808
1990-05-09,45.2131,0.10810000000000031
1990-05-16,45.4257,0.2126000000000019
1990-05-23,45.5012,0.07549999999999812
1990-05-30,45.7481,0.24690000000000367
1990-06-06,45.8846,0.13649999999999807
1990-06-13,46.0449,0.16029999999999944
1990-06-20,46.2523,0.2073999999999998
1990-06-27,46.6553,0.4029999999999987
1990-07-04,46.5778,-0.07749999999999346
1990-07-11,46.7683,0.1905000000000001
1990-07-18,47.0399,0.2715999999999994
1990-07-25,47.515,0.47509999999999764
1990-08-01,47.8317,0.3166999999999973
1990-08-08,47.9707,0.1390000000000029
1990-08-15,48.2407,0.269999999999996
