Date,Values,Delta Calculations,Delta - Mean(13.3541522727)
2012-05-23,36676.02,16.359999999993306,3.0058477272933057
2012-05-24,36822.78,146.76000000000204,133.40584772730205
2012-05-25,36748.32,-74.45999999999913,-87.81415227269913
2012-05-29,37108.55,360.2300000000032,346.8758477273032
2012-05-30,36530.01,-578.5400000000009,-591.8941522727009
2012-05-31,36535.75,5.739999999997963,-7.614152272702038
2012-06-01,35689.29,-846.4599999999991,-859.8141522726992
2012-06-04,35590.21,-99.08000000000175,-112.43415227270175
2012-06-05,35832.36,242.15000000000146,228.79584772730146
2012-06-06,36665.49,833.1299999999974,819.7758477272973
2012-06-07,36702.74,37.25,23.8958477273
2012-06-08,37024.11,321.3700000000026,308.0158477273026
2012-06-11,36589.48,-434.6299999999974,-447.9841522726974
2012-06-12,37030.81,441.32999999999447,427.9758477272945
2012-06-13,36844.26,-186.54999999999563,-199.90415227269563
2012-06-14,37320.07,475.8099999999977,462.4558477272977
2012-06-15,37662.41,342.3400000000038,328.9858477273038
2012-06-18,37623.37,-39.04000000000087,-52.39415227270087
2012-06-19,37975.41,352.0400000000009,338.6858477273009
2012-06-20,37923.62,-51.79000000000087,-65.14415227270088
2012-06-21,37181.49,-742.1300000000047,-755.4841522727047
2012-06-22,37385.79,204.3000000000029,190.94584772730292
2012-06-25,36847.59,-538.2000000000044,-551.5541522727044
2012-06-26,37008.04,160.45000000000437,147.09584772730437
2012-06-27,37368.85,360.8099999999977,347.4558477272977
2012-06-28,37401.73,32.88000000000466,19.525847727304658
2012-06-29,38267.28,865.5499999999956,852.1958477272956
2012-07-02,38335.24,67.95999999999913,54.60584772729913
2012-07-03,38529.26,194.02000000000407,180.66584772730408
2012-07-05,38267.86,-261.40000000000146,-274.75415227270145
2012-07-06,38017.62,-250.23999999999796,-263.59415227269795
2012-07-09,37931.73,-85.88999999999942,-99.24415227269942
2012-07-10,37684.25,-247.4800000000032,-260.8341522727032
2012-07-11,37778.02,93.7699999999968,80.41584772729679
2012-07-12,37645.28,-132.73999999999796,-146.09415227269795
2012-07-13,38314.68,669.4000000000015,656.0458477273014
