Date,Values,Delta Calculations,Delta - Mean(-0.0011525974026)
1998-12-31,8.01, , 
1999-01-04,8.09,0.08000000000000007,0.08115259740260007
1999-01-05,8.1,0.009999999999999787,0.011152597402599787
1999-01-06,8.09,-0.009999999999999787,-0.008847402597399787
1999-01-07,8.11,0.019999999999999574,0.021152597402599574
1999-01-08,8.13,0.02000000000000135,0.02115259740260135
1999-01-11,8.1,-0.030000000000001137,-0.028847402597401137
1999-01-12,8.13,0.030000000000001137,0.031152597402601137
1999-01-13,8.19,0.05999999999999872,0.06115259740259872
1999-01-14,8.22,0.030000000000001137,0.031152597402601137
1999-01-15,8.22,0.0,0.0011525974026
1999-01-18,8.25,0.02999999999999936,0.03115259740259936
1999-01-19,8.26,0.009999999999999787,0.011152597402599787
1999-01-20,8.24,-0.019999999999999574,-0.018847402597399573
1999-01-21,8.25,0.009999999999999787,0.011152597402599787
1999-01-22,8.29,0.03999999999999915,0.04115259740259915
1999-01-25,8.29,0.0,0.0011525974026
1999-01-26,8.29,0.0,0.0011525974026
1999-01-27,8.3,0.010000000000001563,0.011152597402601563
1999-01-28,8.29,-0.010000000000001563,-0.008847402597401563
1999-01-29,8.28,-0.009999999999999787,-0.008847402597399787
1999-01-31,8.29,0.009999999999999787,0.011152597402599787
1999-02-01,8.24,-0.049999999999998934,-0.048847402597398934
1999-02-02,8.25,0.009999999999999787,0.011152597402599787
1999-02-03,8.24,-0.009999999999999787,-0.008847402597399787
1999-02-04,8.2,-0.040000000000000924,-0.038847402597400923
1999-02-05,8.21,0.010000000000001563,0.011152597402601563
1999-02-08,8.15,-0.0600000000000005,-0.0588474025974005
1999-02-09,8.19,0.03999999999999915,0.04115259740259915
1999-02-10,8.19,0.0,0.0011525974026
1999-02-11,8.21,0.02000000000000135,0.02115259740260135
1999-02-12,8.17,-0.040000000000000924,-0.038847402597400923
1999-02-15,8.12,-0.05000000000000071,-0.04884740259740071
1999-02-16,8.13,0.010000000000001563,0.011152597402601563
1999-02-17,8.14,0.009999999999999787,0.011152597402599787
1999-02-18,8.13,-0.009999999999999787,-0.008847402597399787
1999-02-19,8.17,0.03999999999999915,0.04115259740259915
1999-02-22,8.19,0.019999999999999574,0.021152597402599574
1999-02-23,8.21,0.02000000000000135,0.02115259740260135
1999-02-24,8.18,-0.030000000000001137,-0.028847402597401137
1999-02-25,8.11,-0.07000000000000028,-0.06884740259740028
1999-02-26,8.06,-0.049999999999998934,-0.048847402597398934
1999-02-28,8.06,0.0,0.0011525974026
1999-03-01,7.95,-0.11000000000000032,-0.10884740259740032
1999-03-02,7.98,0.03000000000000025,0.03115259740260025
1999-03-03,7.94,-0.040000000000000036,-0.038847402597400035
1999-03-04,7.94,0.0,0.0011525974026
1999-03-05,8.08,0.13999999999999968,0.14115259740259967
1999-03-08,8.09,0.009999999999999787,0.011152597402599787
1999-03-09,8.06,-0.02999999999999936,-0.02884740259739936
1999-03-10,8.09,0.02999999999999936,0.03115259740259936
1999-03-11,8.12,0.02999999999999936,0.03115259740259936
1999-03-12,8.15,0.030000000000001137,0.031152597402601137
1999-03-15,8.16,0.009999999999999787,0.011152597402599787
1999-03-16,8.18,0.019999999999999574,0.021152597402599574
1999-03-17,8.21,0.030000000000001137,0.031152597402601137
1999-03-18,8.24,0.02999999999999936,0.03115259740259936
1999-03-19,8.22,-0.019999999999999574,-0.018847402597399573
1999-03-22,8.21,-0.009999999999999787,-0.008847402597399787
1999-03-23,8.19,-0.02000000000000135,-0.01884740259740135
1999-03-24,8.21,0.02000000000000135,0.02115259740260135
1999-03-25,8.23,0.019999999999999574,0.021152597402599574
1999-03-26,8.19,-0.040000000000000924,-0.038847402597400923
1999-03-29,7.64,-0.5499999999999998,-0.5488474025973998
1999-03-30,8.49,0.8500000000000005,0.8511525974026005
1999-03-31,8.52,0.02999999999999936,0.03115259740259936
1999-04-01,8.18,-0.33999999999999986,-0.33884740259739987
1999-04-02,8.18,0.0,0.0011525974026
1999-04-05,8.19,0.009999999999999787,0.011152597402599787
1999-04-06,8.12,-0.07000000000000028,-0.06884740259740028
1999-04-07,7.78,-0.33999999999999897,-0.338847402597399
1999-04-08,7.72,-0.0600000000000005,-0.0588474025974005
1999-04-09,7.81,0.08999999999999986,0.09115259740259986
1999-04-12,7.66,-0.14999999999999947,-0.14884740259739948
1999-04-13,7.52,-0.14000000000000057,-0.13884740259740058
1999-04-14,7.53,0.010000000000000675,0.011152597402600675
1999-04-15,7.38,-0.15000000000000036,-0.14884740259740037
1999-04-16,7.39,0.009999999999999787,0.011152597402599787
1999-04-19,7.41,0.020000000000000462,0.021152597402600462
1999-04-20,7.46,0.04999999999999982,0.05115259740259982
1999-04-21,7.46,0.0,0.0011525974026
1999-04-22,7.47,0.009999999999999787,0.011152597402599787
1999-04-23,6.93,-0.54,-0.5388474025974
1999-04-26,6.79,-0.13999999999999968,-0.1388474025973997
1999-04-27,6.81,0.019999999999999574,0.021152597402599574
1999-04-28,6.43,-0.3799999999999999,-0.3788474025973999
1999-04-29,6.46,0.03000000000000025,0.03115259740260025
1999-04-30,4.06,-2.4000000000000004,-2.3988474025974003
1999-05-03,4.06,0.0,0.0011525974026
1999-05-04,3.92,-0.13999999999999968,-0.1388474025973997
1999-05-05,3.94,0.020000000000000018,0.021152597402600018
1999-05-06,3.92,-0.020000000000000018,-0.018847402597400018
1999-05-07,3.92,0.0,0.0011525974026
1999-05-10,3.82,-0.10000000000000009,-0.09884740259740009
1999-05-11,3.83,0.010000000000000231,0.011152597402600231
