Date,Values,Delta Calculations,Delta - Mean(2.26e-05)
1991-09-25,0.37, , 
1991-09-26,0.37,0.0,-2.26e-05
1991-09-27,0.38,0.010000000000000009,0.00997740000000001
1991-09-30,0.39,0.010000000000000009,0.00997740000000001
1991-10-01,0.4,0.010000000000000009,0.00997740000000001
1991-10-02,0.4,0.0,-2.26e-05
1991-10-03,0.41,0.009999999999999953,0.009977399999999954
1991-10-04,0.42,0.010000000000000009,0.00997740000000001
1991-10-07,0.44,0.020000000000000018,0.019977400000000017
1991-10-08,0.44,0.0,-2.26e-05
1991-10-09,0.44,0.0,-2.26e-05
1991-10-10,0.43,-0.010000000000000009,-0.010022600000000008
1991-10-11,0.43,0.0,-2.26e-05
1991-10-15,0.41,-0.020000000000000018,-0.02002260000000002
1991-10-16,0.41,0.0,-2.26e-05
1991-10-17,0.4,-0.009999999999999953,-0.010022599999999953
1991-10-18,0.38,-0.020000000000000018,-0.02002260000000002
1991-10-21,0.36,-0.020000000000000018,-0.02002260000000002
1991-10-22,0.34,-0.019999999999999962,-0.020022599999999963
1991-10-24,0.34,0.0,-2.26e-05
1991-10-25,0.31,-0.030000000000000027,-0.030022600000000028
1991-10-28,0.27,-0.03999999999999998,-0.04002259999999998
1991-10-29,0.28,0.010000000000000009,0.00997740000000001
1991-10-30,0.29,0.009999999999999953,0.009977399999999954
1991-10-31,0.3,0.010000000000000009,0.00997740000000001
1991-11-01,0.32,0.020000000000000018,0.019977400000000017
1991-11-04,0.34,0.020000000000000018,0.019977400000000017
1991-11-05,0.34,0.0,-2.26e-05
1991-11-06,0.34,0.0,-2.26e-05
1991-11-07,0.35,0.009999999999999953,0.009977399999999954
1991-11-08,0.36,0.010000000000000009,0.00997740000000001
1991-11-12,0.37,0.010000000000000009,0.00997740000000001
1991-11-13,0.37,0.0,-2.26e-05
1991-11-14,0.38,0.010000000000000009,0.00997740000000001
1991-11-15,0.4,0.020000000000000018,0.019977400000000017
1991-11-18,0.41,0.009999999999999953,0.009977399999999954
1991-11-19,0.42,0.010000000000000009,0.00997740000000001
1991-11-20,0.42,0.0,-2.26e-05
1991-11-21,0.43,0.010000000000000009,0.00997740000000001
1991-11-22,0.44,0.010000000000000009,0.00997740000000001
1991-11-25,0.45,0.010000000000000009,0.00997740000000001
1991-11-26,0.45,0.0,-2.26e-05
1991-11-27,0.45,0.0,-2.26e-05
1991-11-29,0.46,0.010000000000000009,0.00997740000000001
1991-12-02,0.47,0.009999999999999953,0.009977399999999954
1991-12-03,0.48,0.010000000000000009,0.00997740000000001
1991-12-04,0.48,0.0,-2.26e-05
1991-12-05,0.5,0.020000000000000018,0.019977400000000017
1991-12-06,0.5,0.0,-2.26e-05
1991-12-09,0.52,0.020000000000000018,0.019977400000000017
1991-12-10,0.52,0.0,-2.26e-05
