Date,Values,Delta Calculations,Delta - Mean(0.787207645526)
2005-08-01,2126.06,11.989999999999782,11.202792354473782
2005-08-02,2142.46,16.40000000000009,15.612792354474092
2005-08-03,2127.74,-14.720000000000255,-15.507207645526254
2005-08-04,2091.67,-36.06999999999971,-36.85720764552571
2005-08-05,2065.94,-25.730000000000018,-26.517207645526018
2005-08-08,2057.15,-8.789999999999964,-9.577207645525963
2005-08-09,2058.56,1.4099999999998545,0.6227923544738545
2005-08-10,2060.17,1.6100000000001273,0.8227923544741274
2005-08-11,2079.39,19.2199999999998,18.4327923544738
2005-08-12,2060.27,-19.11999999999989,-19.90720764552589
2005-08-15,2077.86,17.590000000000146,16.802792354474146
2005-08-16,2042.44,-35.42000000000007,-36.207207645526076
2005-08-17,2042.34,-0.10000000000013642,-0.8872076455261364
2005-08-18,2032.23,-10.1099999999999,-10.8972076455259
2005-08-19,2036.34,4.1099999999999,3.3227923544738998
2005-08-22,2050.9,14.560000000000173,13.772792354474173
2005-08-23,2046.47,-4.430000000000064,-5.217207645526064
2005-08-24,2044.09,-2.380000000000109,-3.1672076455261093
2005-08-25,2049.21,5.120000000000118,4.332792354474118
2005-08-26,2023.73,-25.480000000000018,-26.267207645526018
2005-08-29,2045.55,21.819999999999936,21.032792354473937
2005-08-30,2042.19,-3.3599999999999,-4.1472076455259
2005-08-31,2083.27,41.07999999999993,40.292792354473924
2005-09-01,2088.97,5.699999999999818,4.912792354473818
2005-09-02,2071.38,-17.58999999999969,-18.37720764552569
2005-09-06,2107.0,35.61999999999989,34.83279235447389
2005-09-07,2121.25,14.25,13.462792354474
2005-09-08,2111.66,-9.590000000000146,-10.377207645526145
2005-09-09,2125.58,13.920000000000073,13.132792354474073
2005-09-12,2133.8,8.220000000000255,7.4327923544742545
2005-09-13,2110.3,-23.5,-24.287207645526
2005-09-14,2086.48,-23.820000000000164,-24.607207645526163
2005-09-15,2080.95,-5.5300000000002,-6.3172076455262
2005-09-16,2102.82,21.870000000000346,21.082792354474346
2005-09-19,2088.8,-14.019999999999982,-14.807207645525981
2005-09-20,2070.04,-18.76000000000022,-19.547207645526218
2005-09-21,2035.63,-34.409999999999854,-35.19720764552586
2005-09-22,2037.42,1.7899999999999636,1.0027923544739636
2005-09-23,2051.63,14.210000000000036,13.422792354474037
2005-09-26,2068.24,16.609999999999673,15.822792354473673
2005-09-27,2066.54,-1.699999999999818,-2.4872076455258183
2005-09-28,2059.99,-6.550000000000182,-7.337207645526182
2005-09-29,2088.39,28.40000000000009,27.61279235447409
2005-09-30,2098.7,10.309999999999945,9.522792354473946
2005-10-03,2108.68,9.980000000000018,9.192792354474019
2005-10-04,2088.78,-19.899999999999636,-20.687207645525636
2005-10-05,2028.91,-59.87000000000012,-60.65720764552612
2005-10-06,2005.58,-23.330000000000155,-24.117207645526154
2005-10-07,2020.68,15.100000000000136,14.312792354474137
