Date,Values,Delta Calculations,Delta - Mean(1.31280582408e-05)
1982-01-04,-0.15, , 
1982-01-05,0.51,0.66,0.6599868719417592
1982-01-06,1.34,0.8300000000000001,0.8299868719417592
1982-01-07,1.06,-0.28,-0.2800131280582408
1982-01-08,1.23,0.16999999999999993,0.16998687194175913
1982-01-11,1.2,-0.030000000000000027,-0.030013128058240825
1982-01-12,0.86,-0.33999999999999997,-0.34001312805824074
1982-01-13,1.31,0.45000000000000007,0.4499868719417593
1982-01-14,1.16,-0.15000000000000013,-0.15001312805824094
1982-01-15,1.54,0.3800000000000001,0.37998687194175934
1982-01-18,1.17,-0.3700000000000001,-0.3700131280582409
1982-01-19,0.85,-0.31999999999999995,-0.3200131280582407
1982-01-20,0.05,-0.7999999999999999,-0.8000131280582408
1982-01-21,0.91,0.86,0.8599868719417592
1982-01-22,0.66,-0.25,-0.2500131280582408
1982-01-25,-0.28,-0.9400000000000001,-0.9400131280582409
1982-01-26,0.2,0.48000000000000004,0.47998687194175926
1982-01-27,0.03,-0.17,-0.17001312805824081
1982-01-28,-0.42,-0.44999999999999996,-0.45001312805824073
1982-01-29,-0.45,-0.030000000000000027,-0.030013128058240825
1982-02-01,-0.6,-0.14999999999999997,-0.15001312805824077
1982-02-02,-0.54,0.05999999999999994,0.05998687194175914
1982-02-03,-0.66,-0.12,-0.1200131280582408
1982-02-04,-0.3,0.36000000000000004,0.35998687194175927
1982-02-05,-0.38,-0.08000000000000002,-0.08001312805824082
1982-02-08,0.32,0.7,0.6999868719417591
1982-02-09,0.26,-0.06,-0.0600131280582408
1982-02-10,-0.21,-0.47,-0.47001312805824075
1982-02-11,-0.59,-0.38,-0.3800131280582408
1982-02-16,-0.69,-0.09999999999999998,-0.10001312805824078
1982-02-17,0.75,1.44,1.4399868719417592
1982-02-18,-0.12,-0.87,-0.8700131280582408
1982-02-19,0.76,0.88,0.8799868719417592
1982-02-22,0.19,-0.5700000000000001,-0.5700131280582409
1982-02-23,0.74,0.55,0.5499868719417592
1982-02-24,1.3,0.56,0.5599868719417592
1982-02-25,0.57,-0.7300000000000001,-0.7300131280582409
1982-02-26,0.37,-0.19999999999999996,-0.20001312805824076
1982-03-01,-0.26,-0.63,-0.6300131280582408
1982-03-02,-0.85,-0.59,-0.5900131280582408
1982-03-03,-1.59,-0.7400000000000001,-0.7400131280582409
1982-03-04,-1.03,0.56,0.5599868719417592
1982-03-05,-1.01,0.020000000000000018,0.01998687194175922
1982-03-08,-0.57,0.44000000000000006,0.4399868719417593
1982-03-09,-0.63,-0.06000000000000005,-0.060013128058240856
1982-03-10,-1.71,-1.08,-1.0800131280582408
1982-03-11,-0.66,1.0499999999999998,1.049986871941759
1982-03-12,-0.77,-0.10999999999999999,-0.11001312805824079
1982-03-15,-1.2,-0.42999999999999994,-0.4300131280582407
1982-03-16,-1.55,-0.3500000000000001,-0.35001312805824086
1982-03-17,-1.09,0.45999999999999996,0.4599868719417592
1982-03-18,-1.02,0.07000000000000006,0.06998687194175926
1982-03-19,-0.8,0.21999999999999997,0.21998687194175917
1982-03-22,-0.7,0.10000000000000009,0.09998687194175929
1982-03-23,-0.2,0.49999999999999994,0.49998687194175917
1982-03-24,0.46,0.66,0.6599868719417592
1982-03-25,-0.25,-0.71,-0.7100131280582408
1982-03-26,-0.28,-0.030000000000000027,-0.030013128058240825
1982-03-29,-0.95,-0.6699999999999999,-0.6700131280582408
1982-03-30,-1.03,-0.08000000000000007,-0.08001312805824087
1982-03-31,-2.53,-1.4999999999999998,-1.5000131280582405
1982-04-01,-1.31,1.2199999999999998,1.219986871941759
1982-04-02,-1.86,-0.55,-0.5500131280582409
1982-04-05,-0.63,1.23,1.2299868719417593
1982-04-06,-0.02,0.61,0.6099868719417592
1982-04-07,0.63,0.65,0.6499868719417592
1982-04-08,-0.49,-1.12,-1.1200131280582408
1982-04-12,-0.43,0.06,0.059986871941759196
1982-04-13,-0.78,-0.35000000000000003,-0.3500131280582408
1982-04-14,-2.19,-1.41,-1.4100131280582406
1982-04-15,-1.67,0.52,0.5199868719417592
1982-04-16,-1.33,0.33999999999999986,0.3399868719417591
1982-04-19,-1.03,0.30000000000000004,0.29998687194175927
1982-04-20,-0.57,0.4600000000000001,0.4599868719417593
1982-04-21,-0.77,-0.20000000000000007,-0.20001312805824087
1982-04-22,-1.21,-0.43999999999999995,-0.4400131280582407
1982-04-23,-1.13,0.08000000000000007,0.07998687194175927
1982-04-26,-0.63,0.4999999999999999,0.4999868719417591
1982-04-27,-0.36,0.27,0.26998687194175924
1982-04-28,-2.46,-2.1,-2.100013128058241
1982-04-29,-2.25,0.20999999999999996,0.20998687194175916
1982-04-30,-1.77,0.48,0.4799868719417592
1982-05-03,-1.34,0.42999999999999994,0.42998687194175916
1982-05-04,-2.06,-0.72,-0.7200131280582408
1982-05-05,-2.02,0.040000000000000036,0.03998687194175923
1982-05-06,-1.84,0.17999999999999994,0.17998687194175914
1982-05-07,-1.7,0.14000000000000012,0.13998687194175932
1982-05-10,-1.2,0.5,0.4999868719417592
1982-05-11,-1.66,-0.45999999999999996,-0.46001312805824074
1982-05-12,-2.0,-0.3400000000000001,-0.34001312805824085
1982-05-13,-1.32,0.6799999999999999,0.6799868719417591
1982-05-14,-1.22,0.10000000000000009,0.09998687194175929
1982-05-17,-1.39,-0.16999999999999993,-0.17001312805824073
1982-05-18,-1.45,-0.06000000000000005,-0.060013128058240856
1982-05-19,-1.75,-0.30000000000000004,-0.3000131280582408
1982-05-20,-1.89,-0.1399999999999999,-0.1400131280582407
1982-05-21,-1.06,0.8299999999999998,0.829986871941759
1982-05-24,-1.1,-0.040000000000000036,-0.04001312805824084
