Date,Values,Delta Calculations,Delta - Mean(6.27376425856e-05)
2011-04-25,-0.245, , 
2011-04-26,-0.309,-0.064,-0.0640627376425856
2011-04-27,-0.341,-0.03200000000000003,-0.03206273764258563
2011-04-28,-0.449,-0.10799999999999998,-0.10806273764258559
2011-04-29,-0.523,-0.07400000000000001,-0.07406273764258561
2011-05-02,-0.524,-0.0010000000000000009,-0.0010627376425856008
2011-05-03,-0.515,0.009000000000000008,0.008937262357414408
2011-05-04,-0.518,-0.0030000000000000027,-0.0030627376425856026
2011-05-05,-0.48,0.038000000000000034,0.03793726235741443
2011-05-06,-0.469,0.01100000000000001,0.01093726235741441
2011-05-09,-0.503,-0.03400000000000003,-0.03406273764258563
2011-05-10,-0.468,0.03500000000000003,0.03493726235741443
2011-05-11,-0.425,0.04299999999999998,0.04293726235741438
2011-05-12,-0.374,0.05099999999999999,0.05093726235741439
2011-05-13,-0.357,0.01699999999999996,0.01693726235741436
2011-05-16,-0.357,0.0,-6.27376425856e-05
2011-05-17,-0.343,0.014000000000000068,0.013937262357414468
2011-05-18,-0.364,-0.02100000000000002,-0.021062737642585618
2011-05-19,-0.322,0.04199999999999998,0.04193726235741438
2011-05-20,-0.31,0.01200000000000001,0.011937262357414411
2011-05-23,-0.295,0.015000000000000013,0.014937262357414414
2011-05-24,-0.326,-0.031000000000000028,-0.031062737642585627
2011-05-25,-0.353,-0.02699999999999997,-0.027062737642585568
2011-05-26,-0.406,-0.05300000000000005,-0.05306273764258565
2011-05-27,-0.389,0.017000000000000015,0.016937262357414416
2011-05-31,-0.4,-0.01100000000000001,-0.01106273764258561
2011-06-01,-0.454,-0.05399999999999994,-0.05406273764258554
2011-06-02,-0.448,0.006000000000000005,0.005937262357414405
2011-06-03,-0.492,-0.044000000000000095,-0.0440627376425857
2011-06-06,-0.497,-0.0050000000000000044,-0.005062737642585605
2011-06-07,-0.529,-0.03199999999999997,-0.032062737642585576
