Date,Values,Delta Calculations,Delta - Mean(5.20562207184e-06)
1991-09-25,0.0, , 
1991-09-26,0.0,0.0,-5.20562207184e-06
1991-09-27,0.0,0.0,-5.20562207184e-06
1991-09-30,0.0,0.0,-5.20562207184e-06
1991-10-01,0.0,0.0,-5.20562207184e-06
1991-10-02,0.0,0.0,-5.20562207184e-06
1991-10-03,0.0,0.0,-5.20562207184e-06
1991-10-04,0.0,0.0,-5.20562207184e-06
1991-10-07,0.0,0.0,-5.20562207184e-06
1991-10-08,0.0,0.0,-5.20562207184e-06
1991-10-09,0.0,0.0,-5.20562207184e-06
1991-10-10,0.0,0.0,-5.20562207184e-06
1991-10-11,0.0,0.0,-5.20562207184e-06
1991-10-15,0.0,0.0,-5.20562207184e-06
1991-10-16,0.0,0.0,-5.20562207184e-06
1991-10-17,0.0,0.0,-5.20562207184e-06
1991-10-18,0.0,0.0,-5.20562207184e-06
1991-10-21,0.0,0.0,-5.20562207184e-06
1991-10-22,0.0,0.0,-5.20562207184e-06
1991-10-24,0.0,0.0,-5.20562207184e-06
1991-10-25,0.0,0.0,-5.20562207184e-06
1991-10-28,0.0,0.0,-5.20562207184e-06
1991-10-29,0.0,0.0,-5.20562207184e-06
1991-10-30,0.0,0.0,-5.20562207184e-06
1991-10-31,0.0,0.0,-5.20562207184e-06
1991-11-01,0.0,0.0,-5.20562207184e-06
1991-11-04,0.0,0.0,-5.20562207184e-06
1991-11-05,0.0,0.0,-5.20562207184e-06
1991-11-06,0.0,0.0,-5.20562207184e-06
1991-11-07,0.0,0.0,-5.20562207184e-06
1991-11-08,0.0,0.0,-5.20562207184e-06
1991-11-12,0.0,0.0,-5.20562207184e-06
1991-11-13,0.0,0.0,-5.20562207184e-06
1991-11-14,0.0,0.0,-5.20562207184e-06
1991-11-15,0.0,0.0,-5.20562207184e-06
1991-11-18,0.0,0.0,-5.20562207184e-06
1991-11-19,0.0,0.0,-5.20562207184e-06
1991-11-20,0.0,0.0,-5.20562207184e-06
1991-11-21,0.0,0.0,-5.20562207184e-06
1991-11-22,0.0,0.0,-5.20562207184e-06
1991-11-25,0.0,0.0,-5.20562207184e-06
1991-11-26,0.0,0.0,-5.20562207184e-06
1991-11-27,0.0,0.0,-5.20562207184e-06
1991-11-29,0.0,0.0,-5.20562207184e-06
1991-12-02,0.0,0.0,-5.20562207184e-06
1991-12-03,0.0,0.0,-5.20562207184e-06
