Date,Values,Delta Calculations,Delta - Mean(0.91326333176)
2003-04-30,2059.22,-1.4500000000002728,-2.363263331760273
2003-05-01,2057.93,-1.2899999999999636,-2.2032633317599637
2003-05-02,2088.56,30.63000000000011,29.71673666824011
2003-05-05,2082.56,-6.0,-6.91326333176
2003-05-06,2099.73,17.170000000000073,16.256736668240073
2003-05-07,2090.09,-9.639999999999873,-10.553263331759872
2003-05-08,2069.17,-20.920000000000073,-21.833263331760072
2003-05-09,2097.42,28.25,27.33673666824
2003-05-12,2123.57,26.15000000000009,25.23673666824009
2003-05-13,2117.49,-6.080000000000382,-6.993263331760382
2003-05-14,2111.16,-6.329999999999927,-7.243263331759927
2003-05-15,2126.67,15.510000000000218,14.596736668240219
2003-05-16,2122.16,-4.510000000000218,-5.423263331760218
2003-05-19,2071.99,-50.17000000000007,-51.08326333176007
2003-05-20,2069.61,-2.3799999999996544,-3.2932633317596545
2003-05-21,2078.27,8.659999999999854,7.746736668239855
2003-05-22,2097.78,19.51000000000022,18.59673666824022
2003-05-23,2101.5,3.7199999999998,2.8067366682398
2003-05-27,2141.37,39.86999999999989,38.95673666823989
2003-05-28,2144.42,3.050000000000182,2.136736668240182
2003-05-29,2136.42,-8.0,-8.91326333176
2003-05-30,2168.68,32.25999999999976,31.346736668239764
2003-06-02,2176.54,7.860000000000127,6.946736668240128
2003-06-03,2185.8,9.260000000000218,8.346736668240219
2003-06-04,2218.19,32.38999999999987,31.476736668239873
2003-06-05,2227.56,9.36999999999989,8.456736668239891
2003-06-06,2221.21,-6.349999999999909,-7.263263331759909
2003-06-09,2194.33,-26.88000000000011,-27.79326333176011
2003-06-10,2214.54,20.210000000000036,19.296736668240037
2003-06-11,2243.12,28.579999999999927,27.666736668239928
2003-06-12,2245.7,2.5799999999999272,1.6667366682399272
2003-06-13,2223.57,-22.129999999999654,-23.043263331759654
2003-06-16,2271.86,48.289999999999964,47.376736668239964
2003-06-17,2273.73,1.8699999999998909,0.9567366682398909
2003-06-18,2269.49,-4.2400000000002365,-5.153263331760236
2003-06-19,2236.04,-33.44999999999982,-34.36326333175982
