Date,Values,Delta Calculations,Delta - Mean(-1.74017835623e-05)
1999-01-04,1.1812, , 
1999-01-05,1.176,-0.0052000000000000934,-0.005182598216437793
1999-01-06,1.1636,-0.012399999999999967,-0.012382598216437666
1999-01-07,1.1672,0.0036000000000000476,0.0036174017835623475
1999-01-08,1.1554,-0.011800000000000033,-0.011782598216437732
1999-01-11,1.1534,-0.0020000000000000018,-0.001982598216437702
1999-01-12,1.1548,0.0014000000000000679,0.0014174017835623678
1999-01-13,1.1698,0.014999999999999902,0.015017401783562203
1999-01-14,1.1689,-0.0008999999999999009,-0.0008825982164376009
1999-01-15,1.1591,-0.009800000000000031,-0.00978259821643773
1999-01-19,1.161,0.0019000000000000128,0.0019174017835623127
1999-01-20,1.1575,-0.0035000000000000586,-0.0034825982164377587
1999-01-21,1.1577,0.00019999999999997797,0.00021740178356227798
1999-01-22,1.1582,0.0004999999999999449,0.0005174017835622449
1999-01-25,1.1566,-0.0015999999999998238,-0.0015825982164375239
1999-01-26,1.1577,0.0010999999999998789,0.0011174017835621788
1999-01-27,1.1481,-0.009600000000000053,-0.009582598216437753
1999-01-28,1.1395,-0.008599999999999941,-0.00858259821643764
1999-01-29,1.1371,-0.0023999999999999577,-0.002382598216437658
1999-02-01,1.1303,-0.006799999999999917,-0.006782598216437617
1999-02-02,1.1328,0.0024999999999999467,0.0025174017835622466
1999-02-03,1.1339,0.0010999999999998789,0.0011174017835621788
1999-02-04,1.1306,-0.0032999999999998586,-0.0032825982164375587
1999-02-05,1.1283,-0.0022999999999999687,-0.002282598216437669
1999-02-08,1.1296,0.0012999999999998568,0.0013174017835621567
1999-02-09,1.13,0.00039999999999995595,0.00041740178356225596
1999-02-10,1.1331,0.0031000000000001027,0.0031174017835624026
1999-02-11,1.1303,-0.0027999999999999137,-0.0027825982164376138
1999-02-12,1.1282,-0.0020999999999999908,-0.002082598216437691
1999-02-16,1.1189,-0.009300000000000086,-0.009282598216437786
1999-02-17,1.123,0.0040999999999999925,0.004117401783562293
1999-02-18,1.1223,-0.0006999999999999229,-0.0006825982164376229
1999-02-19,1.1075,-0.014800000000000146,-0.014782598216437846
1999-02-22,1.1037,-0.0038000000000000256,-0.0037825982164377257
1999-02-23,1.0993,-0.0043999999999999595,-0.004382598216437659
1999-02-24,1.0972,-0.0020999999999999908,-0.002082598216437691
1999-02-25,1.1068,0.009600000000000053,0.009617401783562353
1999-02-26,1.0995,-0.007300000000000084,-0.007282598216437784
1999-03-01,1.0891,-0.010399999999999965,-0.010382598216437664
1999-03-02,1.0931,0.0040000000000000036,0.004017401783562304
1999-03-03,1.0888,-0.0042999999999999705,-0.00428259821643767
1999-03-04,1.0824,-0.006399999999999961,-0.006382598216437661
1999-03-05,1.0843,0.0019000000000000128,0.0019174017835623127
1999-03-08,1.0899,0.005600000000000049,0.00561740178356235
1999-03-09,1.0873,-0.0026000000000001577,-0.002582598216437858
1999-03-10,1.0961,0.008800000000000141,0.008817401783562441
1999-03-11,1.0932,-0.0029000000000001247,-0.002882598216437825
1999-03-12,1.0936,0.00039999999999995595,0.00041740178356225596
1999-03-15,1.093,-0.0005999999999999339,-0.0005825982164376339
1999-03-16,1.0915,-0.0015000000000000568,-0.001482598216437757
1999-03-17,1.1015,0.010000000000000009,0.01001740178356231
1999-03-18,1.099,-0.0024999999999999467,-0.002482598216437647
1999-03-19,1.0923,-0.006699999999999928,-0.006682598216437628
1999-03-22,1.0915,-0.0008000000000001339,-0.0007825982164378339
1999-03-23,1.0918,0.000300000000000189,0.000317401783562489
1999-03-24,1.0921,0.00029999999999996696,0.00031740178356226697
1999-03-25,1.0871,-0.0050000000000001155,-0.004982598216437815
1999-03-26,1.0743,-0.012799999999999923,-0.012782598216437622
1999-03-29,1.0716,-0.0026999999999999247,-0.0026825982164376248
1999-03-30,1.0732,0.0015999999999998238,0.0016174017835621237
1999-03-31,1.0808,0.007600000000000051,0.0076174017835623515
1999-04-01,1.0782,-0.0025999999999999357,-0.002582598216437636
1999-04-02,1.0782,0.0,1.74017835623e-05
1999-04-05,1.0706,-0.007600000000000051,-0.007582598216437751
1999-04-06,1.0838,0.0132000000000001,0.013217401783562401
1999-04-07,1.0784,-0.005400000000000071,-0.005382598216437771
1999-04-08,1.0835,0.005099999999999882,0.005117401783562183
1999-04-09,1.0786,-0.004899999999999904,-0.004882598216437604
1999-04-12,1.0842,0.005600000000000049,0.00561740178356235
1999-04-13,1.078,-0.006199999999999983,-0.006182598216437683
1999-04-14,1.0779,-9.999999999998899e-05,-8.259821643768899e-05
1999-04-15,1.0717,-0.006199999999999983,-0.006182598216437683
1999-04-16,1.0688,-0.0029000000000001247,-0.002882598216437825
1999-04-19,1.0608,-0.008000000000000007,-0.007982598216437707
1999-04-20,1.063,0.0021999999999999797,0.0022174017835622797
1999-04-21,1.0612,-0.0018000000000000238,-0.001782598216437724
1999-04-22,1.0598,-0.0013999999999998458,-0.001382598216437546
1999-04-23,1.0634,0.0035999999999998256,0.0036174017835621255
1999-04-26,1.059,-0.0043999999999997375,-0.004382598216437437
1999-04-27,1.0649,0.005899999999999794,0.005917401783562095
1999-04-28,1.0616,-0.0032999999999998586,-0.0032825982164375587
1999-04-29,1.0591,-0.0025000000000001688,-0.002482598216437869
1999-04-30,1.0564,-0.0026999999999999247,-0.0026825982164376248
1999-05-03,1.0571,0.0006999999999999229,0.0007174017835622229
1999-05-04,1.0593,0.0021999999999999797,0.0022174017835622797
1999-05-05,1.0724,0.013100000000000112,0.013117401783562412
1999-05-06,1.0779,0.00550000000000006,0.005517401783562361
1999-05-07,1.0781,0.00019999999999997797,0.00021740178356227798
1999-05-10,1.0787,0.0005999999999999339,0.0006174017835622339
1999-05-11,1.072,-0.006699999999999928,-0.006682598216437628
1999-05-12,1.0666,-0.005400000000000071,-0.005382598216437771
1999-05-13,1.0626,-0.0040000000000000036,-0.003982598216437703
1999-05-14,1.065,0.0023999999999999577,0.0024174017835622576
1999-05-17,1.0672,0.0021999999999999797,0.0022174017835622797
1999-05-18,1.0672,0.0,1.74017835623e-05
1999-05-19,1.0641,-0.0030999999999998806,-0.0030825982164375807
1999-05-20,1.063,-0.001100000000000101,-0.001082598216437801
1999-05-21,1.0577,-0.00529999999999986,-0.00528259821643756
1999-05-24,1.0593,0.0015999999999998238,0.0016174017835621237
1999-05-25,1.0587,-0.0005999999999999339,-0.0005825982164376339
1999-05-26,1.0471,-0.011600000000000055,-0.011582598216437754
1999-05-27,1.0439,-0.0031999999999998696,-0.0031825982164375697
1999-05-28,1.0422,-0.0017000000000000348,-0.001682598216437735
