Date,Values,Delta Calculations,Delta - Mean(-0.000551695093704)
1996-12-31,14.19, , 
1997-04-30,14.0,-0.1899999999999995,-0.1894483049062955
1997-05-01,14.0,0.0,0.000551695093704
1997-05-02,13.88,-0.11999999999999922,-0.11944830490629522
1997-05-05,13.86,-0.02000000000000135,-0.01944830490629735
1997-05-06,13.85,-0.009999999999999787,-0.009448304906295786
1997-05-07,13.83,-0.019999999999999574,-0.019448304906295573
1997-05-08,13.78,-0.05000000000000071,-0.04944830490629671
1997-05-09,13.71,-0.06999999999999851,-0.06944830490629451
1997-05-12,13.67,-0.040000000000000924,-0.03944830490629692
1997-05-13,13.67,0.0,0.000551695093704
1997-05-14,13.6,-0.07000000000000028,-0.06944830490629629
1997-05-15,13.56,-0.03999999999999915,-0.03944830490629515
1997-05-16,13.55,-0.009999999999999787,-0.009448304906295786
1997-05-19,13.56,0.009999999999999787,0.010551695093703788
1997-05-20,13.53,-0.030000000000001137,-0.029448304906297136
1997-05-21,13.51,-0.019999999999999574,-0.019448304906295573
1997-05-22,13.48,-0.02999999999999936,-0.02944830490629536
1997-05-23,13.47,-0.009999999999999787,-0.009448304906295786
1997-05-27,13.49,0.019999999999999574,0.020551695093703574
1997-05-28,13.48,-0.009999999999999787,-0.009448304906295786
1997-05-29,13.47,-0.009999999999999787,-0.009448304906295786
1997-05-30,13.41,-0.0600000000000005,-0.0594483049062965
1997-05-31,13.37,-0.040000000000000924,-0.03944830490629692
1997-06-02,13.36,-0.009999999999999787,-0.009448304906295786
1997-06-03,13.31,-0.049999999999998934,-0.04944830490629493
1997-06-04,13.24,-0.07000000000000028,-0.06944830490629629
1997-06-05,13.21,-0.02999999999999936,-0.02944830490629536
1997-06-06,13.1,-0.11000000000000121,-0.10944830490629721
1997-06-09,12.99,-0.10999999999999943,-0.10944830490629544
1997-06-10,12.95,-0.040000000000000924,-0.03944830490629692
1997-06-11,12.94,-0.009999999999999787,-0.009448304906295786
1997-06-12,12.96,0.02000000000000135,0.02055169509370535
1997-06-13,12.96,0.0,0.000551695093704
1997-06-16,12.87,-0.09000000000000163,-0.08944830490629764
1997-06-17,12.88,0.010000000000001563,0.010551695093705564
1997-06-18,12.92,0.03999999999999915,0.04055169509370315
1997-06-19,12.95,0.02999999999999936,0.03055169509370336
1997-06-20,12.98,0.030000000000001137,0.030551695093705138
1997-06-23,13.0,0.019999999999999574,0.020551695093703574
1997-06-24,13.03,0.02999999999999936,0.03055169509370336
1997-06-25,13.06,0.030000000000001137,0.030551695093705138
1997-06-26,13.17,0.10999999999999943,0.11055169509370343
1997-06-27,13.11,-0.0600000000000005,-0.0594483049062965
1997-06-30,13.06,-0.049999999999998934,-0.04944830490629493
1997-07-01,13.05,-0.009999999999999787,-0.009448304906295786
1997-07-02,13.06,0.009999999999999787,0.010551695093703788
1997-07-03,13.07,0.009999999999999787,0.010551695093703788
1997-07-07,13.04,-0.030000000000001137,-0.029448304906297136
1997-07-08,12.99,-0.049999999999998934,-0.04944830490629493
1997-07-09,12.89,-0.09999999999999964,-0.09944830490629565
1997-07-10,12.88,-0.009999999999999787,-0.009448304906295786
1997-07-11,12.86,-0.02000000000000135,-0.01944830490629735
1997-07-14,12.86,0.0,0.000551695093704
1997-07-15,12.86,0.0,0.000551695093704
1997-07-16,12.83,-0.02999999999999936,-0.02944830490629536
1997-07-17,12.79,-0.040000000000000924,-0.03944830490629692
1997-07-18,12.81,0.02000000000000135,0.02055169509370535
1997-07-21,12.88,0.07000000000000028,0.07055169509370428
1997-07-22,12.86,-0.02000000000000135,-0.01944830490629735
1997-07-23,12.83,-0.02999999999999936,-0.02944830490629536
1997-07-24,12.82,-0.009999999999999787,-0.009448304906295786
1997-07-25,12.84,0.019999999999999574,0.020551695093703574
1997-07-28,12.83,-0.009999999999999787,-0.009448304906295786
1997-07-29,12.89,0.0600000000000005,0.0605516950937045
1997-07-30,12.86,-0.030000000000001137,-0.029448304906297136
1997-07-31,12.25,-0.6099999999999994,-0.6094483049062954
1997-08-01,12.32,0.07000000000000028,0.07055169509370428
1997-08-04,12.32,0.0,0.000551695093704
1997-08-05,12.33,0.009999999999999787,0.010551695093703788
1997-08-06,12.26,-0.07000000000000028,-0.06944830490629629
1997-08-07,12.22,-0.03999999999999915,-0.03944830490629515
1997-08-08,12.29,0.06999999999999851,0.0705516950937025
1997-08-11,12.3,0.010000000000001563,0.010551695093705564
1997-08-12,12.27,-0.030000000000001137,-0.029448304906297136
1997-08-13,12.26,-0.009999999999999787,-0.009448304906295786
1997-08-14,12.26,0.0,0.000551695093704
1997-08-15,12.24,-0.019999999999999574,-0.019448304906295573
1997-08-18,12.26,0.019999999999999574,0.020551695093703574
1997-08-19,12.27,0.009999999999999787,0.010551695093703788
1997-08-20,12.26,-0.009999999999999787,-0.009448304906295786
1997-08-21,12.23,-0.02999999999999936,-0.02944830490629536
1997-08-22,12.26,0.02999999999999936,0.03055169509370336
1997-08-25,12.23,-0.02999999999999936,-0.02944830490629536
1997-08-26,12.25,0.019999999999999574,0.020551695093703574
1997-08-27,12.24,-0.009999999999999787,-0.009448304906295786
1997-08-28,12.18,-0.0600000000000005,-0.0594483049062965
1997-08-29,12.2,0.019999999999999574,0.020551695093703574
1997-08-31,12.12,-0.08000000000000007,-0.07944830490629608
1997-09-02,12.09,-0.02999999999999936,-0.02944830490629536
1997-09-03,12.05,-0.03999999999999915,-0.03944830490629515
1997-09-04,11.98,-0.07000000000000028,-0.06944830490629629
1997-09-05,11.98,0.0,0.000551695093704
