Date,Values,Delta Calculations,Delta - Mean(6.18406889128e-05)
1971-01-04,3.0867, , 
1971-01-05,3.0861,-0.0005999999999999339,-0.000661840688912734
1971-01-06,3.0845,-0.0016000000000002679,-0.0016618406889130678
1971-01-07,3.085,0.000500000000000167,0.000438159311087367
1971-01-08,3.0845,-0.000500000000000167,-0.000561840688912967
1971-01-11,3.0814,-0.0030999999999998806,-0.0031618406889126808
1971-01-12,3.0807,-0.0006999999999997009,-0.0007618406889125009
1971-01-13,3.0782,-0.002500000000000391,-0.002561840688913191
1971-01-14,3.075,-0.0031999999999996476,-0.0032618406889124477
1971-01-15,3.0764,0.0013999999999998458,0.0013381593110870459
1971-01-18,3.0755,-0.0009000000000001229,-0.000961840688912923
1971-01-19,3.0719,-0.0036000000000000476,-0.0036618406889128477
1971-01-20,3.0725,0.0005999999999999339,0.0005381593110871339
1971-01-21,3.0716,-0.0008999999999996788,-0.0009618406889124789
1971-01-22,3.0703,-0.0013000000000000789,-0.0013618406889128788
1971-01-25,3.0675,-0.0028000000000001357,-0.002861840688912936
1971-01-26,3.0665,-0.0009999999999998899,-0.0010618406889126898
1971-01-27,3.0653,-0.0011999999999998678,-0.0012618406889126678
1971-01-28,3.0653,0.0,-6.18406889128e-05
1971-01-29,3.0647,-0.0005999999999999339,-0.000661840688912734
1971-02-01,3.0631,-0.0016000000000002679,-0.0016618406889130678
1971-02-02,3.065,0.0019000000000000128,0.0018381593110872129
1971-02-03,3.0647,-0.0002999999999997449,-0.0003618406889125449
1971-02-04,3.0687,0.0040000000000000036,0.003938159311087204
1971-02-05,3.0689,0.00019999999999997797,0.000138159311087178
1971-02-08,3.0687,-0.00019999999999997797,-0.00026184068891277795
1971-02-09,3.0691,0.00039999999999995595,0.00033815931108715597
1971-02-10,3.0665,-0.0026000000000001577,-0.002661840688912958
1971-02-11,3.0665,0.0,-6.18406889128e-05
1971-02-16,3.0659,-0.0005999999999999339,-0.000661840688912734
1971-02-17,3.065,-0.0009000000000001229,-0.000961840688912923
1971-02-18,3.065,0.0,-6.18406889128e-05
1971-02-19,3.065,0.0,-6.18406889128e-05
1971-02-22,3.065,0.0,-6.18406889128e-05
1971-02-23,3.065,0.0,-6.18406889128e-05
1971-02-24,3.065,0.0,-6.18406889128e-05
1971-02-25,3.0656,0.0005999999999999339,0.0005381593110871339
1971-02-26,3.0662,0.0005999999999999339,0.0005381593110871339
1971-03-01,3.0675,0.0013000000000000789,0.001238159311087279
1971-03-02,3.0669,-0.0005999999999999339,-0.000661840688912734
1971-03-03,3.0659,-0.0009999999999998899,-0.0010618406889126898
1971-03-04,3.0662,0.0002999999999997449,0.00023815931108694494
1971-03-05,3.0662,0.0,-6.18406889128e-05
1971-03-08,3.0647,-0.0014999999999996128,-0.0015618406889124127
1971-03-09,3.0653,0.0005999999999999339,0.0005381593110871339
1971-03-10,3.0653,0.0,-6.18406889128e-05
1971-03-11,3.0662,0.0008999999999996788,0.0008381593110868788
1971-03-12,3.0653,-0.0008999999999996788,-0.0009618406889124789
1971-03-15,3.0653,0.0,-6.18406889128e-05
1971-03-16,3.0662,0.0008999999999996788,0.0008381593110868788
1971-03-17,3.0653,-0.0008999999999996788,-0.0009618406889124789
1971-03-18,3.0656,0.0002999999999997449,0.00023815931108694494
1971-03-19,3.0656,0.0,-6.18406889128e-05
1971-03-22,3.0653,-0.0002999999999997449,-0.0003618406889125449
1971-03-23,3.0655,0.00019999999999997797,0.000138159311087178
1971-03-24,3.0655,0.0,-6.18406889128e-05
1971-03-25,3.0662,0.0006999999999997009,0.0006381593110869008
1971-03-26,3.0662,0.0,-6.18406889128e-05
1971-03-29,3.0659,-0.0002999999999997449,-0.0003618406889125449
1971-03-30,3.0669,0.0009999999999998899,0.0009381593110870898
1971-03-31,3.0678,0.0009000000000001229,0.0008381593110873229
1971-04-01,3.0694,0.0015999999999998238,0.0015381593110870239
1971-04-02,3.0703,0.0009000000000001229,0.0008381593110873229
1971-04-05,3.0703,0.0,-6.18406889128e-05
1971-04-06,3.0675,-0.0028000000000001357,-0.002861840688912936
1971-04-07,3.0687,0.001200000000000312,0.001138159311087512
1971-04-08,3.0691,0.00039999999999995595,0.00033815931108715597
1971-04-09,3.0691,0.0,-6.18406889128e-05
1971-04-12,3.0687,-0.00039999999999995595,-0.0004618406889127559
1971-04-13,3.0691,0.00039999999999995595,0.00033815931108715597
1971-04-14,3.0684,-0.000700000000000145,-0.000761840688912945
1971-04-15,3.0659,-0.0024999999999999467,-0.002561840688912747
1971-04-16,3.0659,0.0,-6.18406889128e-05
1971-04-19,3.0653,-0.0005999999999999339,-0.000661840688912734
1971-04-20,3.0653,0.0,-6.18406889128e-05
1971-04-21,3.0653,0.0,-6.18406889128e-05
1971-04-22,3.0656,0.0002999999999997449,0.00023815931108694494
1971-04-23,3.0656,0.0,-6.18406889128e-05
1971-04-26,3.0656,0.0,-6.18406889128e-05
1971-04-27,3.0653,-0.0002999999999997449,-0.0003618406889125449
1971-04-28,3.0653,0.0,-6.18406889128e-05
1971-04-29,3.0653,0.0,-6.18406889128e-05
1971-04-30,3.0653,0.0,-6.18406889128e-05
1971-05-03,3.0653,0.0,-6.18406889128e-05
1971-05-04,3.0656,0.0002999999999997449,0.00023815931108694494
1971-05-05,3.0656,0.0,-6.18406889128e-05
1971-05-06,3.067,0.0013999999999998458,0.0013381593110870459
1971-05-07,3.064,-0.0030000000000001137,-0.003061840688912914
1971-05-10,3.0669,0.0029000000000003467,0.0028381593110875466
1971-05-11,3.0672,0.000300000000000189,0.00023815931108738902
1971-05-12,3.0659,-0.0013000000000000789,-0.0013618406889128788
1971-05-13,3.0675,0.0015999999999998238,0.0015381593110870239
1971-05-14,3.0665,-0.0009999999999998899,-0.0010618406889126898
1971-05-17,3.0615,-0.004999999999999893,-0.005061840688912693
1971-05-18,3.0615,0.0,-6.18406889128e-05
1971-05-19,3.0615,0.0,-6.18406889128e-05
1971-05-20,3.0606,-0.0009000000000001229,-0.000961840688912923
1971-05-21,3.0597,-0.0009000000000001229,-0.000961840688912923
1971-05-24,3.0609,0.001200000000000312,0.001138159311087512
1971-05-25,3.0618,0.0008999999999996788,0.0008381593110868788
1971-05-26,3.0609,-0.0008999999999996788,-0.0009618406889124789
1971-05-27,3.0609,0.0,-6.18406889128e-05
1971-05-28,3.06,-0.0009000000000001229,-0.000961840688912923
1971-06-01,3.0609,0.0009000000000001229,0.0008381593110873229
1971-06-02,3.0609,0.0,-6.18406889128e-05
1971-06-03,3.0572,-0.0037000000000002586,-0.0037618406889130588
