Date,Values,Delta Calculations,Delta - Mean(-3.95553164784e-05)
1971-01-04,1.1138, , 
1971-01-05,1.1143,0.000500000000000167,0.000539555316478567
1971-01-06,1.1151,0.0007999999999999119,0.000839555316478312
1971-01-07,1.115,-9.999999999998899e-05,-6.0444683521588985e-05
1971-01-08,1.1154,0.00039999999999995595,0.00043955531647835595
1971-01-11,1.1163,0.0009000000000001229,0.000939555316478523
1971-01-12,1.1167,0.00039999999999995595,0.00043955531647835595
1971-01-13,1.1177,0.0009999999999998899,0.00103955531647829
1971-01-14,1.12,0.0023000000000001908,0.002339555316478591
1971-01-15,1.1193,-0.000700000000000145,-0.0006604446835217449
1971-01-18,1.1191,-0.00019999999999997797,-0.00016044468352157797
1971-01-19,1.1205,0.0014000000000000679,0.001439555316478468
1971-01-20,1.1204,-9.999999999998899e-05,-6.0444683521588985e-05
1971-01-21,1.121,0.0005999999999999339,0.000639555316478334
1971-01-22,1.1215,0.0004999999999999449,0.000539555316478345
1971-01-25,1.1236,0.0020999999999999908,0.002139555316478391
1971-01-26,1.1241,0.000500000000000167,0.000539555316478567
1971-01-27,1.1242,9.999999999998899e-05,0.000139555316478389
1971-01-28,1.1246,0.00039999999999995595,0.00043955531647835595
1971-01-29,1.1248,0.00019999999999997797,0.00023955531647837797
1971-02-01,1.1253,0.0004999999999999449,0.000539555316478345
1971-02-02,1.1251,-0.00019999999999997797,-0.00016044468352157797
1971-02-03,1.1253,0.00019999999999997797,0.00023955531647837797
1971-02-04,1.1245,-0.0007999999999999119,-0.0007604446835215118
1971-02-05,1.1235,-0.001000000000000112,-0.0009604446835217119
1971-02-08,1.1252,0.0017000000000000348,0.0017395553164784349
1971-02-09,1.1237,-0.0015000000000000568,-0.0014604446835216568
1971-02-10,1.1241,0.000400000000000178,0.000439555316478578
1971-02-11,1.124,-9.999999999998899e-05,-6.0444683521588985e-05
1971-02-16,1.1257,0.0016999999999998128,0.0017395553164782128
1971-02-17,1.1257,0.0,3.95553164784e-05
1971-02-18,1.1256,-9.999999999998899e-05,-6.0444683521588985e-05
1971-02-19,1.1255,-9.999999999998899e-05,-6.0444683521588985e-05
1971-02-22,1.1256,9.999999999998899e-05,0.000139555316478389
1971-02-23,1.1257,9.999999999998899e-05,0.000139555316478389
1971-02-24,1.1257,0.0,3.95553164784e-05
1971-02-25,1.1249,-0.0007999999999999119,-0.0007604446835215118
1971-02-26,1.1241,-0.0007999999999999119,-0.0007604446835215118
1971-03-01,1.1242,9.999999999998899e-05,0.000139555316478389
1971-03-02,1.1253,0.0010999999999998789,0.001139555316478279
1971-03-03,1.1257,0.00039999999999995595,0.00043955531647835595
1971-03-04,1.125,-0.0006999999999999229,-0.0006604446835215229
1971-03-05,1.1252,0.00019999999999997797,0.00023955531647837797
1971-03-08,1.1256,0.00039999999999995595,0.00043955531647835595
1971-03-09,1.1256,0.0,3.95553164784e-05
1971-03-10,1.1256,0.0,3.95553164784e-05
1971-03-11,1.1254,-0.00019999999999997797,-0.00016044468352157797
1971-03-12,1.1257,0.00029999999999996696,0.00033955531647836696
1971-03-15,1.1257,0.0,3.95553164784e-05
1971-03-16,1.1252,-0.0004999999999999449,-0.00046044468352154493
1971-03-17,1.1257,0.0004999999999999449,0.000539555316478345
1971-03-18,1.1255,-0.00019999999999997797,-0.00016044468352157797
1971-03-19,1.1255,0.0,3.95553164784e-05
1971-03-22,1.1257,0.00019999999999997797,0.00023955531647837797
1971-03-23,1.1257,0.0,3.95553164784e-05
1971-03-24,1.1257,0.0,3.95553164784e-05
1971-03-25,1.1253,-0.00039999999999995595,-0.00036044468352155594
1971-03-26,1.1254,9.999999999998899e-05,0.000139555316478389
1971-03-29,1.1257,0.00029999999999996696,0.00033955531647836696
1971-03-30,1.1251,-0.0005999999999999339,-0.0005604446835215339
1971-03-31,1.1245,-0.0005999999999999339,-0.0005604446835215339
1971-04-01,1.1235,-0.001000000000000112,-0.0009604446835217119
1971-04-02,1.1225,-0.0009999999999998899,-0.0009604446835214898
1971-04-05,1.1242,0.0017000000000000348,0.0017395553164784349
1971-04-06,1.1255,0.0012999999999998568,0.0013395553164782569
1971-04-07,1.1246,-0.0008999999999999009,-0.0008604446835215008
1971-04-08,1.1245,-9.999999999998899e-05,-6.0444683521588985e-05
1971-04-09,1.1245,0.0,3.95553164784e-05
1971-04-12,1.1246,9.999999999998899e-05,0.000139555316478389
1971-04-13,1.1245,-9.999999999998899e-05,-6.0444683521588985e-05
1971-04-14,1.125,0.0004999999999999449,0.000539555316478345
1971-04-15,1.1254,0.00039999999999995595,0.00043955531647835595
1971-04-16,1.1253,-9.999999999998899e-05,-6.0444683521588985e-05
1971-04-19,1.1256,0.00029999999999996696,0.00033955531647836696
1971-04-20,1.1257,9.999999999998899e-05,0.000139555316478389
1971-04-21,1.1258,9.999999999998899e-05,0.000139555316478389
1971-04-22,1.1254,-0.00039999999999995595,-0.00036044468352155594
1971-04-23,1.1255,9.999999999998899e-05,0.000139555316478389
1971-04-26,1.1254,-9.999999999998899e-05,-6.0444683521588985e-05
1971-04-27,1.1255,9.999999999998899e-05,0.000139555316478389
1971-04-28,1.1258,0.00029999999999996696,0.00033955531647836696
1971-04-29,1.1256,-0.00019999999999997797,-0.00016044468352157797
1971-04-30,1.1257,9.999999999998899e-05,0.000139555316478389
1971-05-03,1.1255,-0.00019999999999997797,-0.00016044468352157797
1971-05-04,1.1253,-0.00019999999999997797,-0.00016044468352157797
1971-05-05,1.1257,0.00039999999999995595,0.00043955531647835595
1971-05-06,1.1253,-0.00039999999999995595,-0.00036044468352155594
1971-05-07,1.1255,0.00019999999999997797,0.00023955531647837797
1971-05-10,1.1248,-0.0006999999999999229,-0.0006604446835215229
1971-05-11,1.1246,-0.00019999999999997797,-0.00016044468352157797
1971-05-12,1.1252,0.0005999999999999339,0.000639555316478334
1971-05-13,1.1252,0.0,3.95553164784e-05
1971-05-14,1.1253,9.999999999998899e-05,0.000139555316478389
1971-05-17,1.1256,0.00029999999999996696,0.00033955531647836696
1971-05-18,1.1255,-9.999999999998899e-05,-6.0444683521588985e-05
1971-05-19,1.1257,0.00019999999999997797,0.00023955531647837797
1971-05-20,1.1256,-9.999999999998899e-05,-6.0444683521588985e-05
1971-05-21,1.1257,9.999999999998899e-05,0.000139555316478389
1971-05-24,1.1257,0.0,3.95553164784e-05
1971-05-25,1.1255,-0.00019999999999997797,-0.00016044468352157797
1971-05-26,1.1257,0.00019999999999997797,0.00023955531647837797
1971-05-27,1.1254,-0.00029999999999996696,-0.00026044468352156696
1971-05-28,1.125,-0.00039999999999995595,-0.00036044468352155594
1971-06-01,1.1243,-0.0006999999999999229,-0.0006604446835215229
1971-06-02,1.1246,0.00029999999999996696,0.00033955531647836696
1971-06-03,1.1254,0.0007999999999999119,0.000839555316478312
1971-06-04,1.1255,9.999999999998899e-05,0.000139555316478389
1971-06-07,1.1256,9.999999999998899e-05,0.000139555316478389
1971-06-08,1.1254,-0.00019999999999997797,-0.00016044468352157797
1971-06-09,1.1257,0.00029999999999996696,0.00033955531647836696
1971-06-10,1.1256,-9.999999999998899e-05,-6.0444683521588985e-05
1971-06-11,1.1257,9.999999999998899e-05,0.000139555316478389
1971-06-14,1.1254,-0.00029999999999996696,-0.00026044468352156696
1971-06-15,1.1254,0.0,3.95553164784e-05
1971-06-16,1.1256,0.00019999999999997797,0.00023955531647837797
