Date,Values,Delta Calculations,Delta - Mean(2.24550898204e-05)
1962-01-02,1.13, , 
1962-01-03,1.37,0.2400000000000002,0.2399775449101798
1962-01-04,1.11,-0.26,-0.2600224550898204
1962-01-05,1.39,0.2799999999999998,0.2799775449101794
1962-01-08,1.91,0.52,0.5199775449101797
1962-01-09,2.68,0.7700000000000002,0.7699775449101799
1962-01-10,3.44,0.7599999999999998,0.7599775449101794
1962-01-11,1.19,-2.25,-2.2500224550898205
1962-01-12,1.2,0.010000000000000009,0.009977544910179608
1962-01-15,0.96,-0.24,-0.2400224550898204
1962-01-16,1.48,0.52,0.5199775449101797
1962-01-17,0.97,-0.51,-0.5100224550898204
1962-01-18,1.71,0.74,0.7399775449101796
1962-01-19,1.95,0.24,0.23997754491017959
1962-01-22,2.68,0.7300000000000002,0.7299775449101799
1962-01-23,3.44,0.7599999999999998,0.7599775449101794
1962-01-24,3.68,0.2400000000000002,0.2399775449101798
1962-01-25,1.94,-1.7400000000000002,-1.7400224550898207
1962-01-26,1.47,-0.47,-0.4700224550898204
1962-01-29,1.48,0.010000000000000009,0.009977544910179608
1962-01-30,2.48,1.0,0.9999775449101796
1962-01-31,2.49,0.010000000000000231,0.00997754491017983
1962-02-01,1.75,-0.7400000000000002,-0.7400224550898206
1962-02-02,2.47,0.7200000000000002,0.7199775449101798
1962-02-05,1.96,-0.5100000000000002,-0.5100224550898206
1962-02-06,1.21,-0.75,-0.7500224550898204
1962-02-07,1.2,-0.010000000000000009,-0.01002245508982041
1962-02-08,1.18,-0.020000000000000018,-0.020022455089820416
1962-02-09,1.16,-0.020000000000000018,-0.020022455089820416
1962-02-13,2.16,1.0000000000000002,0.9999775449101799
1962-02-14,1.15,-1.0100000000000002,-1.0100224550898207
1962-02-15,1.15,0.0,-2.24550898204e-05
1962-02-16,1.38,0.22999999999999998,0.22997754491017958
1962-02-19,1.36,-0.019999999999999796,-0.020022455089820194
1962-02-20,2.13,0.7699999999999998,0.7699775449101794
1962-02-21,1.86,-0.2699999999999998,-0.2700224550898202
1962-02-23,1.33,-0.53,-0.5300224550898204
1962-02-26,1.3,-0.030000000000000027,-0.030022455089820425
1962-02-27,1.3,0.0,-2.24550898204e-05
1962-02-28,1.02,-0.28,-0.28002245508982043
1962-03-01,1.21,0.18999999999999995,0.18997754491017954
1962-03-02,0.97,-0.24,-0.2400224550898204
1962-03-05,0.99,0.020000000000000018,0.01997754491017962
1962-03-06,0.99,0.0,-2.24550898204e-05
1962-03-07,0.74,-0.25,-0.2500224550898204
1962-03-08,0.97,0.22999999999999998,0.22997754491017958
1962-03-09,0.71,-0.26,-0.2600224550898204
1962-03-12,0.73,0.020000000000000018,0.01997754491017962
1962-03-13,0.95,0.21999999999999997,0.21997754491017957
1962-03-14,0.97,0.020000000000000018,0.01997754491017962
1962-03-15,0.98,0.010000000000000009,0.009977544910179608
1962-03-16,0.97,-0.010000000000000009,-0.01002245508982041
1962-03-19,0.71,-0.26,-0.2600224550898204
1962-03-20,0.92,0.21000000000000008,0.20997754491017967
1962-03-21,0.61,-0.31000000000000005,-0.31002245508982046
1962-03-22,0.58,-0.030000000000000027,-0.030022455089820425
1962-03-23,0.62,0.040000000000000036,0.03997754491017964
1962-03-26,0.65,0.030000000000000027,0.029977544910179628
1962-03-27,0.9,0.25,0.2499775449101796
1962-03-28,0.64,-0.26,-0.2600224550898204
1962-03-29,0.64,0.0,-2.24550898204e-05
1962-03-30,0.86,0.21999999999999997,0.21997754491017957
1962-04-02,0.83,-0.030000000000000027,-0.030022455089820425
1962-04-03,0.8,-0.029999999999999916,-0.030022455089820314
1962-04-04,1.26,0.45999999999999996,0.45997754491017956
1962-04-05,0.81,-0.44999999999999996,-0.45002245508982036
1962-04-06,0.8,-0.010000000000000009,-0.01002245508982041
1962-04-09,0.82,0.019999999999999907,0.019977544910179508
1962-04-10,0.82,0.0,-2.24550898204e-05
1962-04-11,0.61,-0.20999999999999996,-0.21002245508982037
1962-04-12,0.61,0.0,-2.24550898204e-05
1962-04-13,0.6,-0.010000000000000009,-0.01002245508982041
1962-04-16,0.85,0.25,0.2499775449101796
1962-04-17,0.85,0.0,-2.24550898204e-05
1962-04-18,0.6,-0.25,-0.2500224550898204
1962-04-19,0.6,0.0,-2.24550898204e-05
1962-04-23,0.63,0.030000000000000027,0.029977544910179628
1962-04-24,0.9,0.27,0.2699775449101796
1962-04-25,0.66,-0.24,-0.2400224550898204
1962-04-26,0.66,0.0,-2.24550898204e-05
1962-04-27,1.14,0.47999999999999987,0.47997754491017947
1962-04-30,1.14,0.0,-2.24550898204e-05
1962-05-01,1.13,-0.010000000000000009,-0.01002245508982041
1962-05-02,0.89,-0.23999999999999988,-0.24002245508982029
1962-05-03,0.89,0.0,-2.24550898204e-05
1962-05-04,0.89,0.0,-2.24550898204e-05
1962-05-07,0.89,0.0,-2.24550898204e-05
1962-05-08,0.87,-0.020000000000000018,-0.020022455089820416
1962-05-09,1.1,0.2300000000000001,0.2299775449101797
1962-05-10,0.86,-0.2400000000000001,-0.2400224550898205
1962-05-11,1.36,0.5000000000000001,0.4999775449101797
1962-05-14,1.38,0.019999999999999796,0.019977544910179397
1962-05-15,1.17,-0.20999999999999996,-0.21002245508982037
1962-05-16,0.67,-0.4999999999999999,-0.5000224550898202
1962-05-17,1.17,0.4999999999999999,0.4999775449101795
1962-05-18,1.47,0.30000000000000004,0.29997754491017964
1962-05-21,1.24,-0.22999999999999998,-0.2300224550898204
1962-05-22,0.96,-0.28,-0.28002245508982043
1962-05-23,1.19,0.22999999999999998,0.22997754491017958
1962-05-24,1.18,-0.010000000000000009,-0.01002245508982041
1962-05-25,1.41,0.22999999999999998,0.22997754491017958
1962-05-28,2.4,0.99,0.9899775449101796
1962-05-29,2.91,0.5100000000000002,0.5099775449101799
1962-05-31,0.91,-2.0,-2.0000224550898205
1962-06-01,0.89,-0.020000000000000018,-0.020022455089820416
1962-06-04,1.13,0.23999999999999988,0.23997754491017947
1962-06-05,1.64,0.51,0.5099775449101797
1962-06-06,1.87,0.2300000000000002,0.2299775449101798
1962-06-07,1.35,-0.52,-0.5200224550898204
1962-06-08,1.35,0.0,-2.24550898204e-05
1962-06-11,0.84,-0.5100000000000001,-0.5100224550898205
1962-06-12,0.82,-0.020000000000000018,-0.020022455089820416
1962-06-13,0.82,0.0,-2.24550898204e-05
1962-06-14,0.85,0.030000000000000027,0.029977544910179628
1962-06-15,0.85,0.0,-2.24550898204e-05
1962-06-18,0.61,-0.24,-0.2400224550898204
1962-06-19,0.64,0.030000000000000027,0.029977544910179628
1962-06-20,0.63,-0.010000000000000009,-0.01002245508982041
1962-06-21,0.61,-0.020000000000000018,-0.020022455089820416
1962-06-22,0.86,0.25,0.2499775449101796
1962-06-25,0.68,-0.17999999999999994,-0.18002245508982034
1962-06-26,0.71,0.029999999999999916,0.029977544910179517
1962-06-27,0.68,-0.029999999999999916,-0.030022455089820314
1962-06-28,0.76,0.07999999999999996,0.07997754491017955
1962-06-29,1.01,0.25,0.2499775449101796
1962-07-02,0.77,-0.24,-0.2400224550898204
1962-07-03,1.01,0.24,0.23997754491017959
1962-07-05,1.03,0.020000000000000018,0.01997754491017962
1962-07-06,1.04,0.010000000000000009,0.009977544910179608
1962-07-09,1.08,0.040000000000000036,0.03997754491017964
1962-07-10,1.06,-0.020000000000000018,-0.020022455089820416
1962-07-11,1.27,0.20999999999999996,0.20997754491017956
1962-07-12,1.03,-0.24,-0.2400224550898204
1962-07-13,1.03,0.0,-2.24550898204e-05
1962-07-16,0.8,-0.22999999999999998,-0.2300224550898204
1962-07-17,0.82,0.019999999999999907,0.019977544910179508
1962-07-18,0.83,0.010000000000000009,0.009977544910179608
1962-07-19,0.83,0.0,-2.24550898204e-05
1962-07-20,1.07,0.2400000000000001,0.2399775449101797
1962-07-23,1.06,-0.010000000000000009,-0.01002245508982041
1962-07-24,1.32,0.26,0.2599775449101796
1962-07-25,2.83,1.51,1.5099775449101795
1962-07-26,1.32,-1.51,-1.5100224550898205
1962-07-27,1.04,-0.28,-0.28002245508982043
1962-07-30,1.06,0.020000000000000018,0.01997754491017962
1962-07-31,1.07,0.010000000000000009,0.009977544910179608
1962-08-01,0.8,-0.27,-0.2700224550898204
1962-08-02,0.76,-0.040000000000000036,-0.040022455089820434
1962-08-03,1.02,0.26,0.2599775449101796
1962-08-06,0.76,-0.26,-0.2600224550898204
1962-08-07,0.79,0.030000000000000027,0.029977544910179628
1962-08-08,0.78,-0.010000000000000009,-0.01002245508982041
1962-08-09,0.76,-0.020000000000000018,-0.020022455089820416
1962-08-10,0.76,0.0,-2.24550898204e-05
1962-08-13,0.74,-0.020000000000000018,-0.020022455089820416
1962-08-14,0.73,-0.010000000000000009,-0.01002245508982041
1962-08-15,0.72,-0.010000000000000009,-0.01002245508982041
1962-08-16,0.69,-0.030000000000000027,-0.030022455089820425
1962-08-17,0.94,0.25,0.2499775449101796
1962-08-20,0.66,-0.2799999999999999,-0.2800224550898203
1962-08-21,0.66,0.0,-2.24550898204e-05
1962-08-22,0.66,0.0,-2.24550898204e-05
1962-08-23,0.66,0.0,-2.24550898204e-05
1962-08-24,0.66,0.0,-2.24550898204e-05
1962-08-27,0.67,0.010000000000000009,0.009977544910179608
1962-08-28,0.92,0.25,0.2499775449101796
1962-08-29,0.92,0.0,-2.24550898204e-05
1962-08-30,0.91,-0.010000000000000009,-0.01002245508982041
1962-08-31,0.66,-0.25,-0.2500224550898204
1962-09-04,0.67,0.010000000000000009,0.009977544910179608
1962-09-05,0.68,0.010000000000000009,0.009977544910179608
1962-09-06,0.72,0.039999999999999925,0.039977544910179526
1962-09-07,0.74,0.020000000000000018,0.01997754491017962
1962-09-10,0.72,-0.020000000000000018,-0.020022455089820416
1962-09-11,0.72,0.0,-2.24550898204e-05
1962-09-12,0.72,0.0,-2.24550898204e-05
1962-09-13,0.72,0.0,-2.24550898204e-05
1962-09-14,0.72,0.0,-2.24550898204e-05
1962-09-17,0.96,0.24,0.23997754491017959
1962-09-18,0.96,0.0,-2.24550898204e-05
1962-09-19,0.96,0.0,-2.24550898204e-05
1962-09-20,0.96,0.0,-2.24550898204e-05
1962-09-21,0.96,0.0,-2.24550898204e-05
