Date,Values,Delta Calculations,Delta - Mean(0.323215111796)
2000-09-20,850.33,-14.120000000000005,-14.443215111796004
2000-09-21,847.4,-2.9300000000000637,-3.2532151117960635
2000-09-22,864.81,17.409999999999968,17.08678488820397
2000-09-25,867.23,2.4200000000000728,2.096784888204073
2000-09-26,861.79,-5.440000000000055,-5.763215111796055
2000-09-27,864.33,2.5400000000000773,2.2167848882040775
2000-09-28,882.22,17.889999999999986,17.566784888203987
2000-09-29,882.16,-0.06000000000005912,-0.3832151117960591
2000-09-30,882.16,0.0,-0.323215111796
2000-10-02,888.71,6.550000000000068,6.226784888204068
2000-10-03,888.01,-0.7000000000000455,-1.0232151117960455
2000-10-04,885.91,-2.1000000000000227,-2.4232151117960226
2000-10-05,892.42,6.509999999999991,6.186784888203991
2000-10-06,875.45,-16.969999999999914,-17.293215111795913
2000-10-09,871.31,-4.1400000000001,-4.4632151117961
2000-10-10,864.07,-7.239999999999895,-7.563215111795896
2000-10-11,854.33,-9.740000000000009,-10.063215111796008
2000-10-12,830.66,-23.670000000000073,-23.993215111796072
2000-10-13,846.78,16.120000000000005,15.796784888204005
2000-10-16,848.24,1.4600000000000364,1.1367848882040363
2000-10-17,837.3,-10.940000000000055,-11.263215111796054
2000-10-18,836.75,-0.5499999999999545,-0.8732151117959546
2000-10-19,850.08,13.330000000000041,13.006784888204042
2000-10-20,855.42,5.339999999999918,5.016784888203918
2000-10-23,858.36,2.9400000000000546,2.6167848882040547
2000-10-24,869.08,10.720000000000027,10.396784888204028
2000-10-25,864.51,-4.57000000000005,-4.89321511179605
2000-10-26,856.87,-7.639999999999986,-7.963215111795987
2000-10-27,872.48,15.610000000000014,15.286784888204014
2000-10-30,899.32,26.840000000000032,26.516784888204032
2000-10-31,905.8,6.4799999999999045,6.156784888203904
2000-11-01,897.97,-7.829999999999927,-8.153215111795927
2000-11-02,895.63,-2.340000000000032,-2.6632151117960317
2000-11-03,895.26,-0.37000000000000455,-0.6932151117960046
2000-11-06,901.56,6.2999999999999545,5.976784888203954
2000-11-07,899.24,-2.3199999999999363,-2.643215111795936
2000-11-08,897.74,-1.5,-1.823215111796
2000-11-09,894.31,-3.4300000000000637,-3.7532151117960635
2000-11-10,885.85,-8.459999999999923,-8.783215111795922
2000-11-13,876.69,-9.159999999999968,-9.483215111795968
2000-11-14,882.29,5.599999999999909,5.276784888203909
2000-11-15,880.63,-1.6599999999999682,-1.9832151117959682
2000-11-16,879.74,-0.8899999999999864,-1.2132151117959864
2000-11-17,869.82,-9.919999999999959,-10.243215111795958
2000-11-20,859.15,-10.670000000000073,-10.993215111796072
2000-11-21,862.63,3.480000000000018,3.1567848882040184
2000-11-22,853.35,-9.279999999999973,-9.603215111795972
2000-11-24,855.74,2.3899999999999864,2.0667848882039865
2000-11-27,860.56,4.819999999999936,4.496784888203936
2000-11-28,864.05,3.490000000000009,3.1667848882040093
2000-11-29,870.66,6.610000000000014,6.286784888204013
2000-11-30,863.5,-7.159999999999968,-7.483215111795968
2000-12-01,859.41,-4.090000000000032,-4.413215111796032
2000-12-04,866.01,6.600000000000023,6.2767848882040225
2000-12-05,884.38,18.370000000000005,18.046784888204005
2000-12-06,872.2,-12.17999999999995,-12.50321511179595
2000-12-07,874.07,1.8700000000000045,1.5467848882040045
2000-12-08,881.29,7.219999999999914,6.896784888203913
2000-12-11,882.78,1.490000000000009,1.166784888204009
2000-12-12,885.62,2.840000000000032,2.516784888204032
2000-12-13,891.2,5.580000000000041,5.256784888204041
2000-12-14,878.64,-12.56000000000006,-12.883215111796058
2000-12-15,865.28,-13.360000000000014,-13.683215111796013
2000-12-18,880.8,15.519999999999982,15.196784888203982
2000-12-19,872.35,-8.449999999999932,-8.773215111795931
2000-12-20,853.98,-18.370000000000005,-18.693215111796004
2000-12-21,861.9,7.919999999999959,7.596784888203959
2000-12-22,870.03,8.129999999999995,7.806784888203995
2000-12-26,882.49,12.460000000000036,12.136784888204037
2000-12-27,891.32,8.830000000000041,8.506784888204042
2000-12-28,896.34,5.019999999999982,4.6967848882039815
2000-12-29,893.44,-2.8999999999999773,-3.223215111795977
2001-01-02,884.0,-9.440000000000055,-9.763215111796054
2001-01-03,902.29,18.289999999999964,17.966784888203964
2001-01-04,893.33,-8.959999999999923,-9.283215111795922
2001-01-05,878.78,-14.550000000000068,-14.873215111796068
2001-01-08,877.92,-0.8600000000000136,-1.1832151117960137
2001-01-09,877.09,-0.8299999999999272,-1.1532151117959273
2001-01-10,883.63,6.539999999999964,6.216784888203963
2001-01-11,883.76,0.12999999999999545,-0.19321511179600454
2001-01-12,879.41,-4.350000000000023,-4.673215111796023
2001-01-16,888.43,9.019999999999982,8.696784888203982
2001-01-17,883.31,-5.1200000000000045,-5.443215111796005
2001-01-18,885.05,1.740000000000009,1.416784888204009
2001-01-19,877.93,-7.1200000000000045,-7.443215111796005
2001-01-22,877.9,-0.029999999999972715,-0.3532151117959727
2001-01-23,884.68,6.779999999999973,6.4567848882039725
2001-01-24,886.02,1.3400000000000318,1.0167848882040318
2001-01-25,889.66,3.6399999999999864,3.3167848882039865
2001-01-26,886.43,-3.230000000000018,-3.553215111796018
2001-01-29,890.72,4.290000000000077,3.9667848882040775
2001-01-30,900.38,9.659999999999968,9.336784888203969
2001-01-31,899.71,-0.6699999999999591,-0.9932151117959591
2001-02-01,906.89,7.17999999999995,6.85678488820395
2001-02-02,897.71,-9.17999999999995,-9.50321511179595
2001-02-05,904.98,7.269999999999982,6.9467848882039815
2001-02-06,901.1,-3.8799999999999955,-4.203215111795996
2001-02-07,897.03,-4.07000000000005,-4.39321511179605
2001-02-08,896.75,-0.2799999999999727,-0.6032151117959728
2001-02-09,894.29,-2.4600000000000364,-2.783215111796036
2001-02-12,905.88,11.590000000000032,11.266784888204032
2001-02-13,900.71,-5.169999999999959,-5.493215111795959
2001-02-14,888.99,-11.720000000000027,-12.043215111796027
2001-02-15,890.85,1.8600000000000136,1.5367848882040136
2001-02-16,890.23,-0.6200000000000045,-0.9432151117960046
2001-02-20,880.41,-9.82000000000005,-10.14321511179605
2001-02-21,864.28,-16.129999999999995,-16.453215111795995
2001-02-22,865.61,1.330000000000041,1.0067848882040409
2001-02-23,860.34,-5.269999999999982,-5.593215111795982
